unit,cycle,fold,actual,predicted,error,phase,rul_band,cap_error_floor,lifetime_above_training_max,ambient_temperature,uid,fixed_checkpoint
B0043,25.0,4,17.0,21.772000000000006,4.772000000000006,middle,0-30,0.0,False,22.0,797,True
B0043,26.0,4,16.0,21.07066666666667,5.070666666666671,middle,0-30,0.0,False,22.0,799,True
B0043,27.0,4,15.0,21.411333333333335,6.411333333333335,middle,0-30,0.0,False,22.0,803,True
B0043,28.0,4,14.0,20.025333333333336,6.025333333333336,middle,0-30,0.0,False,22.0,805,True
B0043,29.0,4,13.0,19.194666666666663,6.194666666666663,late,0-30,0.0,False,22.0,807,True
B0043,30.0,4,12.0,18.473333333333333,6.473333333333333,late,0-30,0.0,False,22.0,809,True
B0043,31.0,4,11.0,18.67746666666667,7.677466666666671,late,0-30,0.0,False,22.0,811,True
B0043,32.0,4,10.0,17.975466666666662,7.975466666666662,late,0-30,0.0,False,22.0,815,True
B0043,33.0,4,9.0,17.929466666666666,8.929466666666666,late,0-30,0.0,False,22.0,817,True
B0043,34.0,4,8.0,17.61,9.61,late,0-30,0.0,False,22.0,819,True
B0043,35.0,4,7.0,16.878666666666664,9.878666666666664,late,0-30,0.0,False,22.0,821,True
B0043,36.0,4,6.0,16.065333333333335,10.065333333333335,late,0-30,0.0,False,22.0,823,True
B0043,37.0,4,5.0,15.637333333333334,10.637333333333334,late,0-30,0.0,False,22.0,827,True
B0043,38.0,4,4.0,14.73266666666667,10.73266666666667,late,0-30,0.0,False,22.0,829,True
B0043,39.0,4,3.0,14.568000000000001,11.568000000000001,late,0-30,0.0,False,22.0,831,True
B0043,40.0,4,2.0,14.212666666666667,12.212666666666667,late,0-30,0.0,False,22.0,833,True
B0043,41.0,4,1.0,13.196666666666667,12.196666666666667,late,0-30,0.0,False,22.0,835,True
B0043,42.0,4,0.0,22.821238095238094,22.821238095238094,late,0-30,0.0,False,4.0,839,True
B0046,1.0,5,16.0,33.516,17.516,early,0-30,0.0,False,4.0,553,True
B0046,2.0,5,15.0,16.137333333333338,1.1373333333333377,early,0-30,0.0,False,4.0,557,True
B0046,3.0,5,14.0,10.21066666666667,-3.78933333333333,early,0-30,0.0,False,4.0,559,True
B0046,4.0,5,13.0,7.807333333333332,-5.192666666666668,early,0-30,0.0,False,4.0,561,True
B0046,5.0,5,12.0,6.614666666666667,-5.385333333333333,early,0-30,0.0,False,4.0,563,True
B0046,6.0,5,11.0,5.291,-5.709,middle,0-30,0.0,False,4.0,565,True
B0046,7.0,5,10.0,5.062333333333333,-4.937666666666667,middle,0-30,0.0,False,4.0,569,True
B0046,8.0,5,9.0,4.863666666666667,-4.136333333333333,middle,0-30,0.0,False,4.0,573,True
B0046,9.0,5,8.0,3.9849999999999994,-4.015000000000001,middle,0-30,0.0,False,4.0,575,True
B0046,10.0,5,7.0,3.3654,-3.6346,middle,0-30,0.0,False,4.0,577,True
B0046,11.0,5,6.0,3.160733333333333,-2.839266666666667,middle,0-30,0.0,False,4.0,579,True
B0046,12.0,5,5.0,3.2274000000000007,-1.7725999999999993,late,0-30,0.0,False,4.0,581,True
B0046,13.0,5,4.0,3.5900666666666674,-0.4099333333333326,late,0-30,0.0,False,4.0,585,True
B0046,14.0,5,3.0,3.814333333333334,0.8143333333333338,late,0-30,0.0,False,4.0,589,True
B0046,15.0,5,2.0,5.734999999999999,3.7349999999999994,late,0-30,0.0,False,4.0,591,True
B0046,16.0,5,1.0,5.542066666666668,4.542066666666668,late,0-30,0.0,False,4.0,593,True
B0046,17.0,5,0.0,5.1374,5.1374,late,0-30,0.0,False,4.0,595,True
B0047,1.0,6,9.0,25.376666666666665,16.376666666666665,early,0-30,0.0,False,4.0,1,True
B0047,2.0,6,8.0,15.115333333333336,7.115333333333336,early,0-30,0.0,False,4.0,5,True
B0047,3.0,6,7.0,12.796666666666667,5.796666666666667,early,0-30,0.0,False,4.0,7,True
B0047,4.0,6,6.0,10.598666666666666,4.5986666666666665,middle,0-30,0.0,False,4.0,9,True
B0047,5.0,6,5.0,9.427999999999999,4.427999999999999,middle,0-30,0.0,False,4.0,11,True
B0047,6.0,6,4.0,7.563999999999999,3.563999999999999,middle,0-30,0.0,False,4.0,13,True
B0047,7.0,6,3.0,6.407333333333331,3.407333333333331,late,0-30,0.0,False,4.0,17,True
B0047,8.0,6,2.0,5.549999999999998,3.549999999999998,late,0-30,0.0,False,4.0,21,True
B0047,9.0,6,1.0,4.348400000000001,3.3484000000000007,late,0-30,0.0,False,4.0,23,True
B0047,10.0,6,0.0,3.4684,3.4684,late,0-30,0.0,False,4.0,25,True
B0048,1.0,7,11.0,18.523666666666667,7.523666666666667,early,0-30,0.0,False,4.0,369,True
B0048,2.0,7,10.0,9.687133333333334,-0.3128666666666664,early,0-30,0.0,False,4.0,373,True
B0048,3.0,7,9.0,7.823133333333333,-1.1768666666666672,early,0-30,0.0,False,4.0,375,True
B0048,4.0,7,8.0,7.0341333333333305,-0.9658666666666695,early,0-30,0.0,False,4.0,377,True
B0048,5.0,7,7.0,6.142799999999998,-0.8572000000000024,middle,0-30,0.0,False,4.0,379,True
B0048,6.0,7,6.0,4.9914666666666685,-1.0085333333333315,middle,0-30,0.0,False,4.0,381,True
B0048,7.0,7,5.0,4.633466666666668,-0.36653333333333205,middle,0-30,0.0,False,4.0,385,True
B0048,8.0,7,4.0,4.5848,0.5848000000000004,middle,0-30,0.0,False,4.0,389,True
B0048,9.0,7,3.0,4.415466666666668,1.415466666666668,late,0-30,0.0,False,4.0,391,True
B0048,10.0,7,2.0,3.296133333333334,1.296133333333334,late,0-30,0.0,False,4.0,393,True
B0048,11.0,7,1.0,4.124800000000002,3.1248000000000022,late,0-30,0.0,False,4.0,395,True
B0048,12.0,7,0.0,3.286133333333334,3.286133333333334,late,0-30,0.0,False,4.0,397,True
